song name,artist,genre,year,song name (bengali),,,,,,,,,,
Ami mantro tantro kichhui janine ma,Pannalal Bhattacharya,Shyama sangeet,1976,??? ?????? ?????? ????? ?????? ??,,,,,,,,,,
Oi Shyama Bama Ke,Pannalal Bhattacharya,Shyama sangeet,1976,?? ?????? ???? ??,,,,,,,,,,
Basan Paro Ma Basan Paro,Pannalal Bhattacharya,Shyama sangeet,1976,???? ???? ?? ??? ????,,,,,,,,,,
Ramkrishno Charono Saroje,Bholanath Mukhopadhay,Shyama sangeet,2019,???? ???? ?? ??? ????,,,,,,,,,,
Maa Esheche,Bholanath Mukhopadhay,Shyama sangeet,2019,?? ?????,,,,,,,,,,
Balogo Thakur,Bholanath Mukhopadhay,Shyama sangeet,2019,?????? ?????,,,,,,,,,,
Mon tor eto bhabna kene,Bholanath Mukhopadhay,Shyama sangeet,2019,?? ??? ??? ????? ????,,,,,,,,,,
Dub dub dub dubsagore,Bholanath Mukhopadhay,Shyama sangeet,2019,?? ?? ?? ???????,,,,,,,,,,
adorsho Tabo Shankara Sita,Bholanath Mukhopadhay,Shyama sangeet,2019,????? ???? ????? ????,,,,,,,,,,
Juraite Chai Kothaye Jurai,Bholanath Mukhopadhay,Shyama sangeet,2019,??????? ??? ??????? ?????,,,,,,,,,,
Mono Chalo Nijoniketane,Bholanath Mukhopadhay,Shyama sangeet,2019,??? ??? ??????????,,,,,,,,,,
je trishna Jagile,Bholanath Mukhopadhay,Shyama sangeet,2019,?? ?????? ??????,,,,,,,,,,
Pakhi tui thik bose thak,Bholanath Mukhopadhay,Shyama sangeet,2019,???? ???? ??? ??? ??,,,,,,,,,,
E kokhay ma go gaite elam,Ramkumar Chattopadhyay,Shyama sangeet,2005,? ?????? ?? ?? ????? ???,,,,,,,,,,
Shayama Mayer Choron Chuea,Ramkumar Chattopadhyay,Shyama sangeet,2005,?????? ?????? ???? ?????,,,,,,,,,,
Jibon Rongomonche Shyama,Ramkumar Chattopadhyay,Shyama sangeet,2005,???? ??????? ??????,,,,,,,,,,
Murti dakhina bhoe kapay hiya,Ramkumar Chattopadhyay,Shyama sangeet,2005,?????? ??????? ?? ?????? ?????,,,,,,,,,,
Sukh cheye maa aosukh pelam,Ramkumar Chattopadhyay,Shyama sangeet,2005,??? ????? ?? ????? ?????,,,,,,,,,,
Shib Noy Maar Podotolay,Ramkumar Chattopadhyay,Shyama sangeet,2005,??? ??? ??? ??????????,,,,,,,,,,
Ashanodi Pare Jete Pabe Na,Ramkumar Chattopadhyay,Shyama sangeet,2005,??????? ??? ???? ???? ??,,,,,,,,,,
Ebar amay bole de maa,Ramkumar Chattopadhyay,Shyama sangeet,2005,???? ???? ???? ?? ??,,,,,,,,,,
Tumi amar hou je thakur,Ramkumar Chattopadhyay,Shyama sangeet,2005,???? ???? ?? ?? ?????,,,,,,,,,,
Kando dekhe aobak lage,Ramkumar Chattopadhyay,Shyama sangeet,2005,?????? ???? ????? ????,,,,,,,,,,
Keno ar aokaron,Ramkumar Chattopadhyay,Shyama sangeet,2005,???? ?? ??????,,,,,,,,,,
Aobhoiar Aobhoipod,Ramkumar Chattopadhyay,Shyama sangeet,2005,???????? ????????,,,,,,,,,,
Aobelai Hat Bhangli Shyama,Ramkumar Chattopadhyay,Shyama sangeet,2005,??????? ??? ????? ??????,,,,,,,,,,
Bhober khela ses holo maa,Ramkumar Chattopadhyay,Shyama sangeet,2005,????? ???? ??? ???? ??,,,,,,,,,,
Ami chokkhu khule ondho,Saikat Mitra,Shyama sangeet,2014,??? ????? ????? ?????,,,,,,,,,,
Ei Bhanga Gorar Khalate Maa,Saikat Mitra,Shyama sangeet,2014,? ?????? ????? ?????? ??,,,,,,,,,,
Maa Go Maa Bole Daklo,Saikat Mitra,Shyama sangeet,2014,?? ?? ?? ???? ?????,,,,,,,,,,
Maa Maa Maa Bole Dakbo,Saikat Mitra,Shyama sangeet,2014,?? ?? ?? ???? ?????,,,,,,,,,,
Maa tomar Dristi Nobo Nobo,Saikat Mitra,Shyama sangeet,2014,?? ????? ???????? ???? ????,,,,,,,,,,
Maa Tor Jodi Emon Goron,Saikat Mitra,Shyama sangeet,2014,?? ??? ???? ??? ????,,,,,,,,,,
Syama Maake amar Dakte Giye,Saikat Mitra,Shyama sangeet,2014,?????? ???? ???? ????? ?????,,,,,,,,,,
Antime Daak Nare Mon,Sudeb Dey,Shyama sangeet,2009,??? ??? ???? ??,,,,,,,,,,
Gaya ganga pravasadi,Sudeb Dey,Shyama sangeet,2009,???? ????? ????????,,,,,,,,,,
Juraite Chai Kothaye Jurai,Manna Dey,Shyama sangeet,2009,??????? ??? ??????? ?????,,,,,,,,,,
Khandan Bhaba Bandhan Jaga,Sudeb Dey,Shyama sangeet,2009,????? ??? ????? ????,,,,,,,,,,
Mayer Emni Bichar Bote,Sudeb Dey,Shyama sangeet,2009,?????? ???? ???? ????,,,,,,,,,,
Mon Cholo Nijo Niketane,Manna Dey,Shyama sangeet,2009,??? ???? ???? ???????,,,,,,,,,,
Sadanandamayee kali,Manna Dey,Shyama sangeet,2009,??????????? ????,,,,,,,,,,
Sakali Tomari Ichcha,Sudeb Dey,Shyama sangeet,2009,????? ?????? ?????,,,,,,,,,,
Tilek Dara Ore Shaman,Manna Dey,Shyama sangeet,2009,????? ???? ??? ???,,,,,,,,,,
Tujhse Haamne,Manna Dey,Shyama sangeet,2009,????? ?????,,,,,,,,,,
Mayer Paye Joba Hoye,Gurujeet Singh,Shyama sangeet,2020,?????? ????? ???? ???,,,,,,,,,,
Maa Go Anandamoyeee,Gurujeet Singh,Shyama sangeet,2020,?? ?? ?????????,,,,,,,,,,
Maa Tor Kato Rango,Gurujeet Singh,Shyama sangeet,2020,?? ??? ???? ??????,,,,,,,,,,
Bhebe dekh mon keu karo noy,Gurujeet Singh,Shyama sangeet,2020,???? ??? ?? ??? ??? ???,,,,,,,,,,
Amar chetona,Gurujeet Singh,Shyama sangeet,2020,???? ??????,,,,,,,,,,
Aami Notun Kore Gorbo Thakur,Mitali Banerjee,Shyama sangeet,2018,??? ???? ???? ???? ?????,,,,,,,,,,
Dekhe ja re rudrani maa,Mitali Banerjee,Shyama sangeet,2018,???? ?? ?? ???????? ??,,,,,,,,,,
Oma kali seje phirli  ghore,Mitali Banerjee,Shyama sangeet,2018,??? ???? ???? ????? ???,,,,,,,,,,
Mahakaler kole eshe,Mitali Banerjee,Shyama sangeet,2018,???????? ???? ???,,,,,,,,,,
Joy Roktambora,Mitali Banerjee,Shyama sangeet,2018,??? ?????????,,,,,,,,,,
Aamar maa achhe sokol naame,Mitali Banerjee,Shyama sangeet,2018,???? ?? ??? ???? ???,,,,,,,,,,
Aamar aar kono gun nei maa,Mitali Banerjee,Shyama sangeet,2018,???? ?? ??? ??? ??? ??,,,,,,,,,,
Shyama ma ki amar kalo,Kumar Shanu,Shyama sangeet,1994,?????? ?? ?? ???? ???,,,,,,,,,,
Stotra,Kumar Shanu,Shyama sangeet,2009,???????,,,,,,,,,,
Janechi Jenechi Tara,Kumar Shanu,Shyama sangeet,2009,?????? ?????? ????,,,,,,,,,,
De Maa Pagol Kore,Kumar Shanu,Shyama sangeet,2009,?? ?? ???? ????,,,,,,,,,,
Amay Aktu Jayga Dao,Kumar Shanu,Shyama sangeet,2009,??? ???? ?????? ???,,,,,,,,,,
Sabar Hridaye Rabindranath,Bhupen Hazarika,Adhunik,1985,??? ?????? ???????????,,,,,,,,,,
Behula Bangla,Bhupen Hazarika,Adhunik,1985,?????? ?????,,,,,,,,,,
Shiter Shishir Bheja Raat,Bhupen Hazarika,Adhunik,1985,????? ????? ???? ???,,,,,,,,,,
Ektu Gelei Athoi Sagar,Bhupen Hazarika,Adhunik,1985,???? ???? ??? ????,,,,,,,,,,
O Bidhi Amay Kalo Korle Jodi,Bhupen Hazarika,Adhunik,1985,?? ???? ???? ??? ????? ?????,,,,,,,,,,
Bahudiner Basana O Aalta,Bhupen Hazarika,Adhunik,1985,???????? ????? ?? ????,,,,,,,,,,
Aay Aay Re Chhute,Bhupen Hazarika,Adhunik,1985,?????? ?????? ?? ????,,,,,,,,,,
Amay Ekjan Sada Manus Dao,Bhupen Hazarika,Adhunik,1985,??? ????? ??? ????? ???,,,,,,,,,,
Dipali Shefali Anjalire,Bhupen Hazarika,Adhunik,1985,?????? ?????? ????????,,,,,,,,,,
Dnate Kaitona Thot Aar,Bhupen Hazarika,Adhunik,1985,???? ?????? ??? ??,,,,,,,,,,
Shaishabete Khealite Tomar,Bhupen Hazarika,Adhunik,1985,????????? ????? ?????,,,,,,,,,,
Bharateri Matir Ghare Bajuk,Bhupen Hazarika,Adhunik,1985,?????? ????? ??? ?????,,,,,,,,,,
Hridayer Byatha Biraher Katha,Bhupen Hazarika,Adhunik,1985,??????? ??? ?????? ???,,,,,,,,,,
Shimul Ranga Palash Ranga ,Bhupen Hazarika,Adhunik,1985,????? ?????? ???? ??????,,,,,,,,,,
Ae baar pujoye chayee,Alka Yagnik,Adhunik,1988,???? ??? ?????? ??????,,,,,,,,,,
Mukhe bolleye prem hoyena,Alka Yagnik,Adhunik,1988,???? ?????? ????? ?????,,,,,,,,,,
Chupi Chupi Kache Aesho,Alka Yagnik,Adhunik,1988,???? ???? ??? ???,,,,,,,,,,
Naam Dhore Ke Jane,Alka Yagnik,Adhunik,1988,??? ??? ?? ????,,,,,,,,,,
Tumi Kothaye Hariye Gele,Alka Yagnik,Adhunik,1988,???? ????? ??????? ???,,,,,,,,,,
Jhin Jhin Jhin Nara,Alka Yagnik,Adhunik,1988,??? ??? ??? ????,,,,,,,,,,
Ektu Theme Giye,Vijay Benedict,Adhunik,1988,???? ??? ?????,,,,,,,,,,
Jeyona Aamaye Chede,Vijay Benedict,Adhunik,1988,????? ?????? ????,,,,,,,,,,
Janmadin,Kishore Kumar,Adhunik,1961,???????,,,,,,,,,,
Aaha Akashe Aaj,Kishore Kumar,Adhunik,1961,??? ????? ??,,,,,,,,,,
Ami Hisaab Milate Parini,Kishore Kumar,Adhunik,1961,??? ????? ????? ?????,,,,,,,,,,
Tomar Eto Bhalobassa,Kishore Kumar,Adhunik,1961,????? ??? ????????,,,,,,,,,,
Saraswatir Seba Kari,Kishore Kumar,Adhunik,1965,???????? ???? ???,,,,,,,,,,
Dustar Parabar Periye,Kishore Kumar,Adhunik,1965,?????? ???? ???????,,,,,,,,,,
Ektuku Chhowa Lage,Kishore Kumar,Adhunik,1965,?????? ????? ????,,,,,,,,,,
Prangane Mor Shirishakhay,Kishore Kumar,Adhunik,1965,????????? ??? ????????,,,,,,,,,,
Manush janam diye bidhi,Kishore Kumar,Adhunik,1976,????? ??? ????? ????,,,,,,,,,,
Chalo Chalo Jai,Kishore Kumar,Adhunik,1977,??? ??? ???,,,,,,,,,,
Sei Rate Rat Chhilo,Kishore Kumar,Adhunik,1977,????? ??? ??? ????,,,,,,,,,,
Amar Deep Nebhano Raat,Kishore Kumar,Adhunik,1977,???? ??? ?????? ???,,,,,,,,,,
Ore Bondhure Ore Sathi re,Kishore Kumar,Adhunik,1987,??? ??????? ??? ???? ??,,,,,,,,,,
Haowa Mrgh Saraye Phul jharaye,Kishore Kumar,Adhunik,1986,?????? ??? ?????? ??? ??????,,,,,,,,,,
Aami Sukhe Aar Dukkhe Je,Asha Bhosle & Binod Chatterjee,Adhunik,1961,??? ???? ?? ????? ??,,,,,,,,,,
Akasher Duti Tara,Asha Bhosle & Binod Chatterjee,Adhunik,1961,?????? ???? ????,,,,,,,,,,
Tomar Moner Sudha,Asha Bhosle & Binod Chatterjee,Adhunik,1961,????? ???? ????,,,,,,,,,,
Oi Path Dure Dure,Asha Bhosle,Adhunik,1961,?? ?? ???? ????,,,,,,,,,,
Ei Edike Eso Esona,Asha Bhosle,Adhunik,1961,?? ???? ??? ?????,,,,,,,,,,
Amay tumi je bhalobeshechho,Asha Bhosle,Adhunik,1961,???? ???? ?? ?????????,,,,,,,,,,
Ekti Katha Hai Se Kailo NA,Asha Bhosle,Adhunik,1961,???? ??? ?????? ?? ???? ,,,,,,,,,,
Akashe aaj ranger khela,Asha Bhosle,Adhunik,1961,????? ?? ??????? ????,,,,,,,,,,
Je gaan tomay ami,Asha Bhosle,Adhunik,1961,?? ??? ?????? ???,,,,,,,,,,
Jiban gaan gaahi ki je,Asha Bhosle,Adhunik,1961,???? ??? ???? ?? ??,,,,,,,,,,
Aei Anurag,Asha Bhosle,Adhunik,1989,????? ??????,,,,,,,,,,
Chokher Neshatey,Alka Yagnik,Adhunik,1989,????? ??????,,,,,,,,,,
Eye sono ki bolo,Alka Yagnik,Adhunik,1989,?? ???? ?? ????,,,,,,,,,,
Jachai Holo Na Kichu,Mohammad Aziz,Adhunik,1989,????? ???? ?? ????,,,,,,,,,,
Jodi Chuey Jao,Amit Kumar,Adhunik,1989,???? ????? ???,,,,,,,,,,
Jalte jalte,Biswajit,Adhunik,1989,???? ????,,,,,,,,,,
Aaj Key Na Bolo NA,Asha Bhosle,Adhunik,1989,?? ?? ?? ???? ??,,,,,,,,,,
Aami jeno jhara pata,Alka Yagnik,Adhunik,1989,??? ???? ????? ????,,,,,,,,,,
Atom Boma Phatey Ni,Amit Kumar,Adhunik,1989,?????? ???? ???? ??,,,,,,,,,,
Jakey pabo na,Lata Mangeshkar,Adhunik,1989,???? ???? ??,,,,,,,,,,
O amar sona re,Lata Mangeshkar,Adhunik,1989,? ???? ???? ??,,,,,,,,,,
Tumi amar aami tomar,Asha Bhosle,Adhunik,1989,???? ???? ??? ?????,,,,,,,,,,
Meghey Rodey Miley Mishey,Asha Bhosle,Adhunik,1994,???? ???? ???? ????,,,,,,,,,,
Rim Jim Brishti,Asha Bhosle,Adhunik,1994,??? ??? ??????,,,,,,,,,,
Chhotto Shey Chhelebela,Asha Bhosle,Adhunik,1994,???? ?? ????????,,,,,,,,,,
"Rupashi, Bolo Na Ke Beshi",Asha Bhosle,Adhunik,1994,"?????, ???? ?? ?? ????",,,,,,,,,,
Lukabo Prem Ki Kore,Asha Bhosle,Adhunik,1994,?????? ????? ?? ????,,,,,,,,,,
Manna Korle Ki Hai Shone Katha,Asha Bhosle,Adhunik,1994,?????? ????? ?? ?????? ???? ???,,,,,,,,,,
Bhabini Konodin E Bhabe Je Jabe,Asha Bhosle,Adhunik,1994,???? ?????? ? ???? ?? ????,,,,,,,,,,
Din Gulo Bhola Gelo Na,Asha Bhosle,Adhunik,2009,??? ???? ???? ??? ??,,,,,,,,,,
Shey je amaar kaalo,Asha Bhosle,Adhunik,2009,?? ?? ???? ????,,,,,,,,,,
Hoyto Aebhabei,Asha Bhosle,Adhunik,2009,?????? ?????,,,,,,,,,,
Churir chunn chunn,Asha Bhosle,Adhunik,2009,????? ????? ???,,,,,,,,,,
Jete Parini,Asha Bhosle,Adhunik,2009,???? ?????,,,,,,,,,,
Haat Boshechhe,Asha Bhosle,Adhunik,2009,??? ????,,,,,,,,,,
O Ganga Maa,Asha Bhosle,Adhunik,2009,?? ????? ??,,,,,,,,,,
Chhero Na Chhero Na Haath,R.D. Burman,Adhunik,1985,???? ?? ???? ?? ???,,,,,,,,,,
Dekhle Kemon Tumi Khel,R.D. Burman,Adhunik,1985,????? ???? ???? ???,,,,,,,,,,
Rui Katla Ilish Bhebe,R.D. Burman,Adhunik,1985,??? ????? ???? ????,,,,,,,,,,
Nagor Amar Kancha Peerit,R.D. Burman,Adhunik,1985,???? ???? ?????? ?????,,,,,,,,,,
Mon-Majhi Re,R.D. Burman,Adhunik,1985,??-???? ??,,,,,,,,,,
Rui Katla Ilish To Noy,R.D. Burman,Adhunik,1985,??? ????? ???? ?? ???,,,,,,,,,,
Ore Sujan Naiya,R.D. Burman,Adhunik,1985,??? ???? ??????,,,,,,,,,,
Aaje Boye Chale Padma Meghna,Andrew Kishore,Adhunik,1987,??? ???? ??? ????? ?????,,,,,,,,,,
Aer Topi Ur Mathaye,Andrew Kishore,Adhunik,1987,?? ??? ?? ???????,,,,,,,,,,
Chokh Tumar Bole,Andrew Kishore,Adhunik,1987,??? ????? ????,,,,,,,,,,
Mayabi ayee nesha,Asha Bhosle,Adhunik,1987,??????? ???? ????,,,,,,,,,,
Tor Aan Chole Mamtar Chhaya,Sabina Asmeen ,Adhunik,1987,??? ??? ???? ????? ?????,,,,,,,,,,
Hanti Hanti Paa Paa,Asha Bhosle,Adhunik,1993,?????? ????? ?? ??,,,,,,,,,,
Kaar Mone Ki Achhe,Jolly Mukherjee,Adhunik,1993,??? ??? ?? ???,,,,,,,,,,
Moner Basha Bhenge Geche,Asha Bhosle,Adhunik,1993,???? ???? ?????? ????,,,,,,,,,,
Ntomaar Katha Mone Aamar,Sujata Sarkar,Adhunik,1993,??????? ??? ??? ????,,,,,,,,,,
Dite Pari E Jiban,R.D. Burman,Adhunik,1992,???? ??? ? ????,,,,,,,,,,
Jay Re Jay Re Bela Je Boye ,R.D. Burman,Adhunik,1994,?? ?? ?? ?? ???? ?? ????,,,,,,,,,,
Dare Base Kakatua,Bappi Lahiri,Adhunik,2016,?????? ??? ?????????,,,,,,,,,,
Sakale Utae,Bappi Lahiri,Adhunik,2016,????? ?????,,,,,,,,,,
Jhgra karona,Bappi Lahiri,Adhunik,2016,????? ?????,,,,,,,,,,
Likhe Debo,Bappi Lahiri,Adhunik,2016,???? ????,,,,,,,,,,
Aajker Prem,Bappi Lahiri,Adhunik,2016,????? ?????,,,,,,,,,,
Tumi Tumi Tumi,Bappi Lahiri,Adhunik,2016,???? ???? ????,,,,,,,,,,
Eshechho Jokhon jetei Hobe,Shaan,Adhunik,2013,????? ????? ????? ??,,,,,,,,,,
Jiban Jeebikar Dando Chodiye,Bappi Lahiri,Adhunik,2013,???? ???????? ???? ???????,,,,,,,,,,
Jaoa Asha Bhalobasha,Kunai baul,Adhunik,2013,??? ??? ????????,,,,,,,,,,
Tori Amar,Moumita Banerjee,Adhunik,2013,???? ????,,,,,,,,,,
E ladai banchar ladai ,June Banerjee,Adhunik,2013,? ????? ????? ????,,,,,,,,,,
Aei Kothati Mone Rekho,Bappi Lahiri,Adhunik,2011,?? ????? ?????????? ??? ????,,,,,,,,,,
Reena Reena,Bappi Lahiri,Adhunik,2011,???? ????,,,,,,,,,,
Coffee House Dekho Achhe,Bappi Lahiri,Adhunik,2011,??? ???? ???? ????,,,,,,,,,,
Andhokar aar bhalo lagena,Bappi Lahiri,Adhunik,2011,???????? ?? ??? ??????,,,,,,,,,,
Tomar Byathae Kandi ami,Bappi Lahiri,Adhunik,2011,????? ???????? ?????? ???,,,,,,,,,,
Tumi Apsara,Bappi Lahiri,Adhunik,2011,???? ??????,,,,,,,,,,
Nodir Chor Shukaiya Gechhe,Bappi Lahiri,Adhunik,2011,????? ??? ??????? ????,,,,,,,,,,
Aare Dhak Baje,Bappi Lahiri,Adhunik,2010,??? ??? ????,,,,,,,,,,
Piriter Eto Jala Re,Bappi Lahiri,Adhunik,2010,?????? ??? ???? ??,,,,,,,,,,
Tumi Ek Taka Dile,Bappi Lahiri,Adhunik,2010,???? ?? ???? ????,,,,,,,,,,
Chaina Ami,Bappi Lahiri,Adhunik,2010,????? ???,,,,,,,,,,
Jole gelo jole gelo,Bappi Lahiri,Adhunik,2010,???? ???? ???? ????,,,,,,,,,,
O Basi Ekbar Bajaio Na,Bappi Lahiri,Adhunik,2010,? ???? ???? ?????? ??,,,,,,,,,,
Monalisa,Bappi Lahiri,Adhunik,2004,????????,,,,,,,,,,
Ghum asena,Bappi Lahiri,Adhunik,2004,??? ?????,,,,,,,,,,
Mane Pare,Bappi Lahiri,Adhunik,2004,??? ?????,,,,,,,,,,
Eka Tumi Nao,Bappi Lahiri,Adhunik,2004,??? ???? ???,,,,,,,,,,
Manbona,Bappi Lahiri,Adhunik,2004,???????,,,,,,,,,,
Premer Kalame,Bappi Lahiri,Adhunik,2004,??????? ??????,,,,,,,,,,
Rimjhim Rimjhim Rumjhum Rumjhum,Bappi Lahiri,Adhunik,2004,?????? ?????? ?????? ??????,,,,,,,,,,
Bhalo basi kolkatake,Bappi Lahiri,Adhunik,2004,???? ???? ????????,,,,,,,,,,
E Moner akashey,Bappi Lahiri,Adhunik,2002,? ???? ?????,,,,,,,,,,
Ami shaheb no 1,Bappi Lahiri,Adhunik,2002,??? ????? ?? ?,,,,,,,,,,
Ei Aanka Baanka Pother,Bappi Lahiri,Adhunik,2002,?? ????? ?????? ?????,,,,,,,,,,
Jouboner Bijli Hana,Bappi Lahiri,Adhunik,2002,??????? ????? ????,,,,,,,,,,
Amar Boyesh Ekkhon Sholo,Bappi Lahiri,Adhunik,2002,???? ?????? ????? ???,,,,,,,,,,
Aajke Tomake Lagchhe Darun,Bappi Lahiri,Adhunik,2001,???? ?????? ???? ?????,,,,,,,,,,
Houseful,Bappi Lahiri,Adhunik,2001,???????,,,,,,,,,,
Bhalobasay Status Aane,Bappi Lahiri,Adhunik,2001,?????????? ????????? ???,,,,,,,,,,
Rekhchhi Naa Bondona,Bappi Lahiri,Adhunik,2001,????? ?? ???????,,,,,,,,,,
Piriter Jhal,Bappi Lahiri,Adhunik,2001,??????? ???,,,,,,,,,,
Laal Thote Kalo Til,Bappi Lahiri,Adhunik,2001,??? ???? ???? ???,,,,,,,,,,
Mone Pore Sei Diner,Bappi Lahiri,Adhunik,2001,???? ???? ?? ?????,,,,,,,,,,
Jai Katha Naki,Bappi Lahiri,Adhunik,2001,??? ??? ????,,,,,,,,,,
Ke Tumi je,Bappi Lahiri,Adhunik,2001,?? ???? ??,,,,,,,,,,
Je Na Tomay Deklam,Bappi Lahiri,Adhunik,2001,?? ?? ????? ??????,,,,,,,,,,
Bolbar ekta katha,Bappi Lahiri,Adhunik,2001,????? ???? ???,,,,,,,,,,
Dekhechhi prothom bar,Bappi Lahiri,Adhunik,2001,????? ????? ???,,,,,,,,,,
Mon toma chhada,Bappi Lahiri,Adhunik,2001,??? ???? ????,,,,,,,,,,
Tumi aamari o priya,Bappi Lahiri,Adhunik,2001,???? ????? ? ???????,,,,,,,,,,
Emon Pagal Premik,Bappi Lahiri,Adhunik,2001,??? ???? ???????,,,,,,,,,,
Dukkha Amar Keu Bujhlona,Bappi Lahiri,Adhunik,1999,???? ???? ??? ???????,,,,,,,,,,
O Parashi Tomar,Bappi Lahiri,Adhunik,1999,?? ???? ????,,,,,,,,,,
Basar Jaiga Nei,Bappi Lahiri,Adhunik,1999,???? ?????? ???,,,,,,,,,,
Chodda Gelo Panero Elo,Bappi Lahiri,Adhunik,1999,????? ???? ?????? ???,,,,,,,,,,
Kichhu Likhte Gelei,Bappi Lahiri,Adhunik,1999,???? ????? ????,,,,,,,,,,
Shono Chandannagare Tumi Jabe,Bappi Lahiri,Adhunik,1999,???? ????????? ???? ???,,,,,,,,,,
O Kolkata,Bappi Lahiri,Adhunik,1999,?? ??????,,,,,,,,,,
Sudhu Noi Ekbar,Bappi Lahiri,Adhunik,1999,???? ?? ????,,,,,,,,,,
Dudh Shada Kapore,Alka Yagnik,Adhunik,2013,??? ???? ?????,,,,,,,,,,
Panchu baja re dhol,Bappi Lahiri,Adhunik,2013,????? ???? ?? ???,,,,,,,,,,
Shrawan Gagane,Mohuya Bose,Adhunik,2013,?????? ????,,,,,,,,,,
Du Chokhe Bristi Name,Sadhana Sargam,Adhunik,2013,?? ???? ?????? ???,,,,,,,,,,
Mohalaya Paar,Bappi Lahiri,Adhunik,2013,???????? ????,,,,,,,,,,
Pure Amar Shona Mona,Kavita Krishnamurthy,Adhunik,2013,????? ???? ???? ???,,,,,,,,,,
Flute,Bappi Lahiri,Adhunik,2013,?????,,,,,,,,,,
Jei Na tomay Deklam,Bappi Lahiri,Adhunik,2001,??? ?? ?????? ??????,,,,,,,,,,
Dhakate Mon Dhaka Jay Na,Kavita Krishnamurthy,Adhunik,1998,???? ??? ???? ???? ??,,,,,,,,,,
Ektukhani Thakle sathe Dos Ki,Asha Bhosle,Adhunik,1998,??????? ????? ???? ??? ??,,,,,,,,,,
Hazar Joner Majhe Ekjoni Tumi,Asha Bhosle,Adhunik,1998,????? ???? ???? ?????? ????,,,,,,,,,,
Mon Aar Deho Ghori,Sabina Yasmin,Adhunik,1998,?? ?? ???? ?????,,,,,,,,,,
Thang Uthiye Lang Merecho,Abbhijeet,Adhunik,1998,??? ?????? ????? ??????,,,,,,,,,,
Tumi Ha Bolo Ar Na Bolo,Bappi Lahiri,Adhunik,1998,???? ?? ???? ?? ?? ????,,,,,,,,,,
Dushman to raja jodi hotam ami,Kumar Shanu,Adhunik,1993,????? ?? ???? ????? ????? ???,,,,,,,,,,
Gaan Bhikari Aami Jodi,Alka Yagnik,Adhunik,1993,??? ?????? ??? ?????,,,,,,,,,,
Iman Chilo Basant Chilo,Bappi Lahiri,Adhunik,1993,???? ???? ????? ????,,,,,,,,,,
Kothay Rakhbo Ami,Bappi Lahiri,Adhunik,1993,????? ????? ???,,,,,,,,,,
Tomar Buke Aamar buke,Kavita Krishnamurthy,Adhunik,1993,????? ???? ???? ????,,,,,,,,,,
Bhulo Na Kono Din,Bappi Lahiri,Adhunik,1993,???? ?? ??? ???,,,,,,,,,,
Na Uneesher Kam,Kumar Shanu,Adhunik,1993,?? ?????? ???,,,,,,,,,,
Nithor Joler Buk Chhuye Tumi,Kumar Shanu,Adhunik,1993,???? ???? ??? ????? ????,,,,,,,,,,
Sak Diya Key Mach Dhaka Yai,Amit Kumar,Adhunik,1993,??? ????? ?? ??? ???? ?????,,,,,,,,,,
Aamar Garbo shudhu Ai,Asha Bhosle,Adhunik,1993,???? ????? ???? ???,,,,,,,,,,
Kena Sabhi Bujhlo Sudhu Bol,Bappi Lahiri,Adhunik,1993,??? ??? ????? ???? ????,,,,,,,,,,
Luchi Luchi Fulko Luchi,Ila Arjun,Adhunik,1993,???? ???? ????? ????,,,,,,,,,,
Ki Moja Ki Moja,Asha Bhosle,Adhunik,1993,?? ???? ?? ???,,,,,,,,,,
Tol re tol,Amit Kumar,Adhunik,1993,??? ?? ???,,,,,,,,,,
Cholo Na,Kumar Shanu,Adhunik,1993,???? ??,,,,,,,,,,
Tui Je Aamar Chokher Moni,Sadhana Sargam,Adhunik,1993,???? ?? ???? ????? ???,,,,,,,,,,
Aami Tomar Mukhete,Kavita Krishnamurthy,Adhunik,1993,??? ????? ?????,,,,,,,,,,
Bhange Jodi Khelaghor,Sadhana Sargam,Adhunik,1993,?????? ???? ??????,,,,,,,,,,
Chokhe Jodi Jol Kore Tolomol,Bela Sulakhe,Adhunik,1993,???? ???? ??? ???? ???????,,,,,,,,,,
Kotha Chilo,Alka Yagnik,Adhunik,1993,???? ????,,,,,,,,,,
Chiit chitti,Udit Narayan,Adhunik,1993,??? ??????,,,,,,,,,,
Haariye Jabo,Kavita Krishnamurthy,Adhunik,1993,??????? ????,,,,,,,,,,
Jodi Dilli Tadiya dei,Bappi Lahiri,Adhunik,1992,???? ???? ??????? ???,,,,,,,,,,
Tomake ami Bhalobeshechi,Bappi Lahiri,Adhunik,1992,?????? ??? ?????????,,,,,,,,,,
Jeeboner Atogulo Di,Bappi Lahiri,Adhunik,1992,????? ??????? ??,,,,,,,,,,
Shesh Trame Dujonate,Bappi Lahiri,Adhunik,1992,??? ?????? ????????,,,,,,,,,,
ame Dudhe Misejabo,Bappi Lahiri,Adhunik,1992,??? ???? ????????,,,,,,,,,,
Shari Ki Bhago Ra,Bappi Lahiri,Adhunik,1992,???? ?? ???? ??,,,,,,,,,,
Kokhono Dekhechi,Bappi Lahiri,Adhunik,1992,????? ?????,,,,,,,,,,
Jodi Meyeder Mon Pete Chao,Bappi Lahiri,Adhunik,1992,???? ?????? ?? ??? ???,,,,,,,,,,
Aamar Aaj Jiban Maran,Bappi Lahiri,Adhunik,1992,???? ?? ???? ?????,,,,,,,,,,
